,wf_id,dieSize,lotid,labels,image,set
4711,4711,1075.0,lot23101,Edge-Ring,wf_image_4711.png,train
4712,4712,1334.0,lot17181,Donut,wf_image_4712.png,test
4713,4713,1075.0,lot2505,Edge-Ring,wf_image_4713.png,cal
4714,4714,776.0,lot41022,Edge-Loc,wf_image_4714.png,train
4715,4715,2126.0,lot21560,Edge-Ring,wf_image_4715.png,train
4716,4716,515.0,lot36753,Center,wf_image_4716.png,train
4717,4717,3036.0,lot12769,Edge-Ring,wf_image_4717.png,train
4718,4718,3036.0,lot12766,Edge-Ring,wf_image_4718.png,train
4719,4719,844.0,lot42202,Loc,wf_image_4719.png,train
4720,4720,562.0,lot47061,Center,wf_image_4720.png,train
4721,4721,1658.0,lot16600,Edge-Ring,wf_image_4721.png,train
4722,4722,1349.0,lot2375,Random,wf_image_4722.png,cal
4723,4723,1075.0,lot2523,Edge-Ring,wf_image_4723.png,train
4724,4724,3036.0,lot12747,Edge-Ring,wf_image_4724.png,test
4725,4725,1999.0,lot14527,Edge-Ring,wf_image_4725.png,test
4726,4726,845.0,lot7239,Loc,wf_image_4726.png,train
4727,4727,939.0,lot8039,Edge-Loc,wf_image_4727.png,test
4728,4728,1080.0,lot21519,Random,wf_image_4728.png,train
4729,4729,562.0,lot47180,Near-full,wf_image_4729.png,val
4730,4730,533.0,lot40459,Scratch,wf_image_4730.png,train
4731,4731,1075.0,lot44169,Edge-Ring,wf_image_4731.png,test
4732,4732,533.0,lot40648,Center,wf_image_4732.png,cal
4733,4733,515.0,lot39514,Center,wf_image_4733.png,val
4734,4734,1658.0,lot18375,Edge-Ring,wf_image_4734.png,test
4735,4735,710.0,lot38491,Edge-Loc,wf_image_4735.png,train
4736,4736,1376.0,lot45701,Edge-Loc,wf_image_4736.png,train
4737,4737,2126.0,lot20731,Edge-Ring,wf_image_4737.png,train
4738,4738,515.0,lot36599,Center,wf_image_4738.png,train
4739,4739,710.0,lot38185,Edge-Loc,wf_image_4739.png,train
4740,4740,1334.0,lot17154,Donut,wf_image_4740.png,test
4741,4741,1291.0,lot11987,Edge-Ring,wf_image_4741.png,train
4742,4742,904.0,lot45635,Center,wf_image_4742.png,train
4743,4743,12662.0,lot17286,Edge-Ring,wf_image_4743.png,test
4744,4744,3927.0,lot9155,Edge-Ring,wf_image_4744.png,train
4745,4745,600.0,lot47532,Edge-Loc,wf_image_4745.png,train
4746,4746,844.0,lot42277,Donut,wf_image_4746.png,train
4747,4747,3036.0,lot11857,Edge-Ring,wf_image_4747.png,train
4748,4748,1421.0,lot44783,Edge-Ring,wf_image_4748.png,train
4749,4749,776.0,lot41056,Edge-Loc,wf_image_4749.png,train
4750,4750,600.0,lot47486,Edge-Loc,wf_image_4750.png,cal
4751,4751,515.0,lot36837,Center,wf_image_4751.png,train
4752,4752,1334.0,lot17106,Donut,wf_image_4752.png,cal
4753,4753,842.0,lot42211,Loc,wf_image_4753.png,train
4754,4754,12662.0,lot16999,Edge-Ring,wf_image_4754.png,val
4755,4755,741.0,lot44302,Loc,wf_image_4755.png,test
4756,4756,515.0,lot32899,Center,wf_image_4756.png,cal
4757,4757,2126.0,lot20133,Edge-Ring,wf_image_4757.png,train
4758,4758,939.0,lot6466,Loc,wf_image_4758.png,train
4759,4759,1658.0,lot16600,Edge-Ring,wf_image_4759.png,test
4760,4760,3927.0,lot2534,Edge-Ring,wf_image_4760.png,train
4761,4761,533.0,lot7545,Random,wf_image_4761.png,test
4762,4762,1129.0,lot42644,Loc,wf_image_4762.png,cal
4763,4763,741.0,lot44406,Loc,wf_image_4763.png,test
4764,4764,515.0,lot35960,Center,wf_image_4764.png,test
4765,4765,515.0,lot36921,Center,wf_image_4765.png,cal
4766,4766,1075.0,lot44168,Edge-Ring,wf_image_4766.png,test
4767,4767,1291.0,lot13712,Edge-Ring,wf_image_4767.png,train
4768,4768,1075.0,lot2497,Edge-Ring,wf_image_4768.png,train
4769,4769,1075.0,lot2524,Edge-Ring,wf_image_4769.png,train
4770,4770,1075.0,lot13963,Edge-Ring,wf_image_4770.png,cal
4771,4771,844.0,lot42241,Loc,wf_image_4771.png,test
4772,4772,515.0,lot36834,Center,wf_image_4772.png,cal
4773,4773,515.0,lot39524,Center,wf_image_4773.png,test
4774,4774,515.0,lot39534,Center,wf_image_4774.png,test
4775,4775,741.0,lot44498,Loc,wf_image_4775.png,train
4776,4776,2126.0,lot20728,Edge-Ring,wf_image_4776.png,train
4777,4777,2126.0,lot18376,Edge-Ring,wf_image_4777.png,train
4778,4778,533.0,lot40481,Loc,wf_image_4778.png,train
4779,4779,3036.0,lot11232,Edge-Ring,wf_image_4779.png,cal
4780,4780,2126.0,lot21044,Edge-Ring,wf_image_4780.png,val
4781,4781,562.0,lot47163,Scratch,wf_image_4781.png,train
4782,4782,1334.0,lot17181,Loc,wf_image_4782.png,train
4783,4783,776.0,lot41034,Random,wf_image_4783.png,cal
4784,4784,515.0,lot33081,Center,wf_image_4784.png,train
4785,4785,1075.0,lot2497,Edge-Ring,wf_image_4785.png,train
4786,4786,1226.0,lot23633,Center,wf_image_4786.png,test
4787,4787,1080.0,lot21511,Edge-Ring,wf_image_4787.png,val
4788,4788,1139.0,lot15563,Random,wf_image_4788.png,train
4789,4789,515.0,lot35918,Center,wf_image_4789.png,train
4790,4790,2126.0,lot18377,Edge-Ring,wf_image_4790.png,test
4791,4791,2126.0,lot21041,Edge-Ring,wf_image_4791.png,train
4792,4792,533.0,lot161,Near-full,wf_image_4792.png,val
4793,4793,1376.0,lot24566,Edge-Loc,wf_image_4793.png,train
4794,4794,515.0,lot36696,Center,wf_image_4794.png,cal
4795,4795,515.0,lot39556,Center,wf_image_4795.png,test
4796,4796,516.0,lot43547,Edge-Loc,wf_image_4796.png,train
4797,4797,3927.0,lot9155,Edge-Ring,wf_image_4797.png,train
4798,4798,1226.0,lot23658,Center,wf_image_4798.png,cal
4799,4799,776.0,lot40743,Loc,wf_image_4799.png,test
4800,4800,2126.0,lot18020,Edge-Ring,wf_image_4800.png,train
4801,4801,846.0,lot7369,Loc,wf_image_4801.png,train
4802,4802,533.0,lot40329,Edge-Loc,wf_image_4802.png,cal
4803,4803,515.0,lot36897,Center,wf_image_4803.png,train
4804,4804,518.0,lot45246,Random,wf_image_4804.png,train
4805,4805,776.0,lot41135,Loc,wf_image_4805.png,train
4806,4806,515.0,lot36995,Center,wf_image_4806.png,cal
4807,4807,562.0,lot47159,Edge-Loc,wf_image_4807.png,cal
4808,4808,1075.0,lot12910,Edge-Ring,wf_image_4808.png,val
4809,4809,1080.0,lot23495,Donut,wf_image_4809.png,test
4810,4810,533.0,lot178,Loc,wf_image_4810.png,train
4811,4811,3927.0,lot9146,Edge-Ring,wf_image_4811.png,train
4812,4812,1075.0,lot44165,Edge-Ring,wf_image_4812.png,train
4813,4813,2126.0,lot18019,Edge-Ring,wf_image_4813.png,train
4814,4814,12662.0,lot19839,Edge-Ring,wf_image_4814.png,test
4815,4815,1291.0,lot43632,Loc,wf_image_4815.png,cal
4816,4816,2126.0,lot22478,Edge-Ring,wf_image_4816.png,train
4817,4817,3036.0,lot12756,Edge-Ring,wf_image_4817.png,test
4818,4818,2126.0,lot18378,Edge-Ring,wf_image_4818.png,test
4819,4819,1075.0,lot2495,Edge-Ring,wf_image_4819.png,train
4820,4820,1129.0,lot42641,Loc,wf_image_4820.png,train
4821,4821,516.0,lot43474,Near-full,wf_image_4821.png,train
4822,4822,518.0,lot45257,Scratch,wf_image_4822.png,test
4823,4823,533.0,lot40379,Edge-Loc,wf_image_4823.png,train
4824,4824,1421.0,lot44789,Edge-Ring,wf_image_4824.png,val
4825,4825,1080.0,lot21535,Random,wf_image_4825.png,train
4826,4826,2126.0,lot22471,Edge-Ring,wf_image_4826.png,train
4827,4827,2126.0,lot22471,Edge-Ring,wf_image_4827.png,cal
4828,4828,515.0,lot39598,Center,wf_image_4828.png,test
4829,4829,1291.0,lot13715,Edge-Ring,wf_image_4829.png,test
4830,4830,518.0,lot45243,Loc,wf_image_4830.png,test
4831,4831,515.0,lot35919,Center,wf_image_4831.png,test
4832,4832,1658.0,lot16602,Edge-Ring,wf_image_4832.png,val
4833,4833,515.0,lot36633,Center,wf_image_4833.png,train
4834,4834,1334.0,lot17192,Edge-Loc,wf_image_4834.png,train
4835,4835,1109.0,lot45579,Near-full,wf_image_4835.png,cal
4836,4836,1080.0,lot18740,Edge-Ring,wf_image_4836.png,test
4837,4837,3036.0,lot2076,Edge-Ring,wf_image_4837.png,val
4838,4838,1080.0,lot23498,Donut,wf_image_4838.png,cal
4839,4839,1075.0,lot2514,Edge-Ring,wf_image_4839.png,train
4840,4840,600.0,lot47490,Edge-Ring,wf_image_4840.png,train
4841,4841,515.0,lot36595,Center,wf_image_4841.png,train
4842,4842,515.0,lot36902,Center,wf_image_4842.png,train
4843,4843,518.0,lot45243,Near-full,wf_image_4843.png,cal
4844,4844,1075.0,lot13961,Edge-Ring,wf_image_4844.png,train
4845,4845,503.0,lot45146,Loc,wf_image_4845.png,train
4846,4846,1075.0,lot13961,Edge-Ring,wf_image_4846.png,cal
4847,4847,1334.0,lot17159,Loc,wf_image_4847.png,train
4848,4848,776.0,lot41024,Loc,wf_image_4848.png,train
4849,4849,562.0,lot46738,Edge-Loc,wf_image_4849.png,train
4850,4850,1658.0,lot16605,Edge-Ring,wf_image_4850.png,train
4851,4851,1075.0,lot23097,Edge-Ring,wf_image_4851.png,val
4852,4852,2126.0,lot20737,Edge-Ring,wf_image_4852.png,val
4853,4853,515.0,lot33145,Center,wf_image_4853.png,train
4854,4854,515.0,lot32874,Center,wf_image_4854.png,val
4855,4855,776.0,lot4137,Edge-Loc,wf_image_4855.png,train
4856,4856,2126.0,lot18378,Edge-Ring,wf_image_4856.png,cal
4857,4857,1421.0,lot44797,Edge-Ring,wf_image_4857.png,cal
4858,4858,2126.0,lot20910,Edge-Ring,wf_image_4858.png,val
4859,4859,515.0,lot35913,Center,wf_image_4859.png,cal
4860,4860,515.0,lot33145,Center,wf_image_4860.png,train
4861,4861,741.0,lot44548,Loc,wf_image_4861.png,train
4862,4862,516.0,lot43528,Loc,wf_image_4862.png,val
4863,4863,1226.0,lot23658,Center,wf_image_4863.png,train
4864,4864,3036.0,lot12766,Edge-Ring,wf_image_4864.png,val
4865,4865,3036.0,lot12772,Edge-Ring,wf_image_4865.png,cal
4866,4866,3036.0,lot9334,Edge-Ring,wf_image_4866.png,train
4867,4867,515.0,lot36597,Center,wf_image_4867.png,train
4868,4868,3036.0,lot2076,Edge-Ring,wf_image_4868.png,train
4869,4869,515.0,lot32792,Center,wf_image_4869.png,test
4870,4870,1421.0,lot44783,Edge-Ring,wf_image_4870.png,cal
4871,4871,515.0,lot36812,Center,wf_image_4871.png,train
4872,4872,533.0,lot40650,Loc,wf_image_4872.png,train
4873,4873,1075.0,lot23097,Edge-Ring,wf_image_4873.png,train
4874,4874,2126.0,lot20909,Edge-Ring,wf_image_4874.png,test
4875,4875,1334.0,lot17157,Donut,wf_image_4875.png,test
4876,4876,1999.0,lot14998,Edge-Ring,wf_image_4876.png,test
4877,4877,515.0,lot36722,Center,wf_image_4877.png,train
4878,4878,1075.0,lot2518,Edge-Ring,wf_image_4878.png,train
4879,4879,1291.0,lot11987,Edge-Ring,wf_image_4879.png,train
4880,4880,515.0,lot36726,Center,wf_image_4880.png,val
4881,4881,3927.0,lot9156,Edge-Ring,wf_image_4881.png,train
4882,4882,515.0,lot32792,Center,wf_image_4882.png,train
4883,4883,1075.0,lot12908,Edge-Ring,wf_image_4883.png,train
4884,4884,1334.0,lot17121,Donut,wf_image_4884.png,train
4885,4885,776.0,lot40737,Scratch,wf_image_4885.png,train
4886,4886,533.0,lot10590,Edge-Loc,wf_image_4886.png,train
4887,4887,3036.0,lot12769,Edge-Ring,wf_image_4887.png,train
4888,4888,477.0,lot45017,Edge-Loc,wf_image_4888.png,train
4889,4889,1291.0,lot13717,Edge-Ring,wf_image_4889.png,train
4890,4890,600.0,lot47527,Edge-Ring,wf_image_4890.png,cal
4891,4891,1075.0,lot13959,Edge-Ring,wf_image_4891.png,train
4892,4892,1376.0,lot45820,Scratch,wf_image_4892.png,test
4893,4893,3036.0,lot12746,Edge-Ring,wf_image_4893.png,train
4894,4894,844.0,lot42280,Loc,wf_image_4894.png,test
4895,4895,1421.0,lot16330,Random,wf_image_4895.png,train
4896,4896,1421.0,lot44798,Edge-Ring,wf_image_4896.png,train
4897,4897,533.0,lot40556,Random,wf_image_4897.png,test
4898,4898,1291.0,lot10049,Edge-Ring,wf_image_4898.png,cal
4899,4899,845.0,lot42244,Loc,wf_image_4899.png,test
4900,4900,2126.0,lot20732,Edge-Ring,wf_image_4900.png,cal
4901,4901,741.0,lot44543,Loc,wf_image_4901.png,test
4902,4902,844.0,lot42370,Donut,wf_image_4902.png,val
4903,4903,3036.0,lot10187,Edge-Ring,wf_image_4903.png,train
4904,4904,518.0,lot43890,Loc,wf_image_4904.png,train
4905,4905,515.0,lot36730,Center,wf_image_4905.png,val
4906,4906,2126.0,lot18376,Edge-Ring,wf_image_4906.png,train
4907,4907,515.0,lot36725,Center,wf_image_4907.png,test
4908,4908,516.0,lot43379,Edge-Loc,wf_image_4908.png,train
4909,4909,516.0,lot43226,Random,wf_image_4909.png,train
4910,4910,1658.0,lot16601,Edge-Ring,wf_image_4910.png,val
4911,4911,1129.0,lot42643,Loc,wf_image_4911.png,train
4912,4912,1109.0,lot45574,Near-full,wf_image_4912.png,test
4913,4913,3927.0,lot9151,Edge-Ring,wf_image_4913.png,cal
4914,4914,1658.0,lot16600,Edge-Ring,wf_image_4914.png,train
4915,4915,600.0,lot47503,Loc,wf_image_4915.png,train
4916,4916,515.0,lot36559,Center,wf_image_4916.png,train
4917,4917,3036.0,lot12745,Edge-Ring,wf_image_4917.png,test
4918,4918,1080.0,lot18739,Edge-Ring,wf_image_4918.png,val
4919,4919,1226.0,lot22193,Center,wf_image_4919.png,train
4920,4920,562.0,lot46841,Edge-Loc,wf_image_4920.png,test
4921,4921,518.0,lot45250,Loc,wf_image_4921.png,train
4922,4922,1075.0,lot2501,Edge-Ring,wf_image_4922.png,train
4923,4923,3036.0,lot11971,Edge-Ring,wf_image_4923.png,test
4924,4924,1060.0,lot47357,Loc,wf_image_4924.png,train
4925,4925,2126.0,lot20135,Edge-Ring,wf_image_4925.png,train
4926,4926,776.0,lot40976,Loc,wf_image_4926.png,cal
4927,4927,518.0,lot43980,Random,wf_image_4927.png,val
4928,4928,1376.0,lot45708,Scratch,wf_image_4928.png,test
4929,4929,2126.0,lot20738,Edge-Ring,wf_image_4929.png,train
4930,4930,1109.0,lot45574,Near-full,wf_image_4930.png,train
4931,4931,1109.0,lot45480,Loc,wf_image_4931.png,train
4932,4932,1060.0,lot47369,Edge-Loc,wf_image_4932.png,train
4933,4933,515.0,lot36927,Center,wf_image_4933.png,train
4934,4934,2126.0,lot18017,Edge-Ring,wf_image_4934.png,train
4935,4935,845.0,lot42185,Edge-Loc,wf_image_4935.png,test
4936,4936,533.0,lot40611,Scratch,wf_image_4936.png,train
4937,4937,844.0,lot42329,Loc,wf_image_4937.png,test
4938,4938,515.0,lot36673,Center,wf_image_4938.png,val
4939,4939,515.0,lot39512,Center,wf_image_4939.png,cal
4940,4940,515.0,lot35964,Center,wf_image_4940.png,train
4941,4941,12662.0,lot19857,Edge-Ring,wf_image_4941.png,train
4942,4942,1109.0,lot45494,Loc,wf_image_4942.png,test
4943,4943,1075.0,lot2514,Edge-Ring,wf_image_4943.png,train
4944,4944,515.0,lot36866,Center,wf_image_4944.png,train
4945,4945,1080.0,lot21678,Loc,wf_image_4945.png,val
4946,4946,3036.0,lot2075,Edge-Ring,wf_image_4946.png,train
4947,4947,1060.0,lot47388,Random,wf_image_4947.png,cal
4948,4948,2126.0,lot22480,Edge-Ring,wf_image_4948.png,train
4949,4949,1334.0,lot17102,Random,wf_image_4949.png,cal
4950,4950,1334.0,lot17116,Center,wf_image_4950.png,train
4951,4951,516.0,lot43517,Edge-Loc,wf_image_4951.png,train
4952,4952,515.0,lot36773,Edge-Loc,wf_image_4952.png,train
4953,4953,515.0,lot39602,Center,wf_image_4953.png,train
4954,4954,843.0,lot42263,Center,wf_image_4954.png,test
4955,4955,1080.0,lot18737,Random,wf_image_4955.png,train
4956,4956,3927.0,lot11171,Edge-Ring,wf_image_4956.png,test
4957,4957,1075.0,lot2525,Edge-Ring,wf_image_4957.png,train
4958,4958,2126.0,lot20907,Edge-Ring,wf_image_4958.png,val
4959,4959,533.0,lot179,Scratch,wf_image_4959.png,train
4960,4960,533.0,lot164,Random,wf_image_4960.png,test
4961,4961,3036.0,lot12769,Edge-Ring,wf_image_4961.png,train
4962,4962,2126.0,lot20134,Edge-Ring,wf_image_4962.png,test
4963,4963,939.0,lot3876,Edge-Ring,wf_image_4963.png,train
4964,4964,2126.0,lot18023,Edge-Ring,wf_image_4964.png,cal
4965,4965,904.0,lot45644,Edge-Loc,wf_image_4965.png,val
4966,4966,3036.0,lot11690,Edge-Ring,wf_image_4966.png,train
4967,4967,776.0,lot40947,Scratch,wf_image_4967.png,train
4968,4968,1376.0,lot45712,Edge-Loc,wf_image_4968.png,cal
4969,4969,1075.0,lot23106,Edge-Ring,wf_image_4969.png,test
4970,4970,518.0,lot45005,Loc,wf_image_4970.png,test
4971,4971,2126.0,lot20908,Edge-Ring,wf_image_4971.png,train
4972,4972,1075.0,lot23109,Edge-Ring,wf_image_4972.png,test
4973,4973,733.0,lot39443,Center,wf_image_4973.png,val
4974,4974,600.0,lot47539,Edge-Loc,wf_image_4974.png,train
4975,4975,1658.0,lot16604,Edge-Ring,wf_image_4975.png,test
4976,4976,515.0,lot37034,Center,wf_image_4976.png,train
4977,4977,1109.0,lot45511,Loc,wf_image_4977.png,train
4978,4978,533.0,lot42176,Center,wf_image_4978.png,cal
4979,4979,2126.0,lot21578,Edge-Ring,wf_image_4979.png,cal
4980,4980,562.0,lot47094,Scratch,wf_image_4980.png,val
4981,4981,515.0,lot39654,Center,wf_image_4981.png,test
4982,4982,562.0,lot47066,Edge-Loc,wf_image_4982.png,cal
4983,4983,939.0,lot7837,Random,wf_image_4983.png,cal
4984,4984,515.0,lot36942,Center,wf_image_4984.png,val
4985,4985,2126.0,lot20906,Edge-Ring,wf_image_4985.png,train
4986,4986,12662.0,lot17000,Edge-Ring,wf_image_4986.png,train
4987,4987,1334.0,lot45985,Random,wf_image_4987.png,train
4988,4988,1801.0,lot4724,Edge-Loc,wf_image_4988.png,train
4989,4989,3036.0,lot3108,Edge-Ring,wf_image_4989.png,train
4990,4990,2126.0,lot21559,Edge-Ring,wf_image_4990.png,train
4991,4991,562.0,lot47146,Loc,wf_image_4991.png,test
4992,4992,12662.0,lot17262,Edge-Ring,wf_image_4992.png,test
4993,4993,776.0,lot4894,Edge-Loc,wf_image_4993.png,val
4994,4994,515.0,lot36993,Center,wf_image_4994.png,train
4995,4995,741.0,lot44549,Loc,wf_image_4995.png,test
4996,4996,533.0,lot40387,Center,wf_image_4996.png,train
4997,4997,515.0,lot32940,Center,wf_image_4997.png,train
4998,4998,2126.0,lot22479,Edge-Ring,wf_image_4998.png,train
4999,4999,1075.0,lot13959,Edge-Ring,wf_image_4999.png,train
5000,5000,2126.0,lot22476,Edge-Ring,wf_image_5000.png,test
5001,5001,1297.0,lot43612,Scratch,wf_image_5001.png,train
5002,5002,1334.0,lot17141,Donut,wf_image_5002.png,train
5003,5003,515.0,lot6183,Center,wf_image_5003.png,test
5004,5004,1060.0,lot47336,Scratch,wf_image_5004.png,test
5005,5005,516.0,lot43105,Near-full,wf_image_5005.png,train
5006,5006,1075.0,lot2498,Edge-Ring,wf_image_5006.png,test
5007,5007,1139.0,lot15456,Random,wf_image_5007.png,train
5008,5008,1349.0,lot2432,Random,wf_image_5008.png,cal
5009,5009,1129.0,lot11885,Edge-Ring,wf_image_5009.png,test
5010,5010,3036.0,lot9335,Edge-Ring,wf_image_5010.png,train
5011,5011,518.0,lot43910,Edge-Loc,wf_image_5011.png,train
5012,5012,12662.0,lot17000,Edge-Ring,wf_image_5012.png,train
5013,5013,1060.0,lot47413,Scratch,wf_image_5013.png,train
5014,5014,845.0,lot42336,Loc,wf_image_5014.png,test
5015,5015,1226.0,lot23595,Center,wf_image_5015.png,cal
5016,5016,1376.0,lot45893,Donut,wf_image_5016.png,train
5017,5017,939.0,lot6024,Edge-Ring,wf_image_5017.png,train
5018,5018,533.0,lot40636,Scratch,wf_image_5018.png,test
5019,5019,516.0,lot43533,Loc,wf_image_5019.png,cal
5020,5020,3036.0,lot11969,Edge-Ring,wf_image_5020.png,train
5021,5021,776.0,lot41054,Scratch,wf_image_5021.png,train
5022,5022,1109.0,lot45496,Center,wf_image_5022.png,train
5023,5023,1129.0,lot42735,Loc,wf_image_5023.png,cal
5024,5024,515.0,lot36787,Center,wf_image_5024.png,val
5025,5025,1376.0,lot45856,Scratch,wf_image_5025.png,train
5026,5026,12662.0,lot19851,Edge-Ring,wf_image_5026.png,val
5027,5027,1298.0,lot8366,Center,wf_image_5027.png,train
5028,5028,3036.0,lot12749,Edge-Ring,wf_image_5028.png,val
5029,5029,1376.0,lot45893,Edge-Loc,wf_image_5029.png,train
5030,5030,776.0,lot44116,Edge-Loc,wf_image_5030.png,test
5031,5031,516.0,lot42994,Edge-Loc,wf_image_5031.png,train
5032,5032,515.0,lot33134,Center,wf_image_5032.png,val
5033,5033,1139.0,lot16894,Center,wf_image_5033.png,cal
5034,5034,562.0,lot47203,Edge-Loc,wf_image_5034.png,test
5035,5035,1658.0,lot20568,Edge-Ring,wf_image_5035.png,train
5036,5036,3036.0,lot11690,Edge-Ring,wf_image_5036.png,train
5037,5037,1075.0,lot2502,Edge-Ring,wf_image_5037.png,train
5038,5038,736.0,lot12438,Center,wf_image_5038.png,train
5039,5039,533.0,lot167,Edge-Loc,wf_image_5039.png,test
5040,5040,516.0,lot43446,Edge-Loc,wf_image_5040.png,train
5041,5041,904.0,lot45646,Center,wf_image_5041.png,train
5042,5042,3036.0,lot10186,Edge-Ring,wf_image_5042.png,val
5043,5043,1109.0,lot45527,Edge-Loc,wf_image_5043.png,val
5044,5044,3036.0,lot11232,Edge-Ring,wf_image_5044.png,cal
5045,5045,533.0,lot40331,Loc,wf_image_5045.png,train
5046,5046,2126.0,lot20909,Edge-Ring,wf_image_5046.png,test
5047,5047,2126.0,lot22478,Edge-Ring,wf_image_5047.png,train
5048,5048,1376.0,lot45752,Edge-Loc,wf_image_5048.png,train
5049,5049,515.0,lot39593,Center,wf_image_5049.png,train
5050,5050,1334.0,lot45958,Edge-Loc,wf_image_5050.png,cal
5051,5051,1297.0,lot43598,Loc,wf_image_5051.png,train
5052,5052,3927.0,lot9157,Edge-Ring,wf_image_5052.png,train
5053,5053,1334.0,lot17184,Donut,wf_image_5053.png,train
5054,5054,1658.0,lot16602,Edge-Ring,wf_image_5054.png,val
5055,5055,515.0,lot36805,Edge-Loc,wf_image_5055.png,train
5056,5056,1109.0,lot45568,Donut,wf_image_5056.png,cal
5057,5057,1334.0,lot17159,Donut,wf_image_5057.png,test
5058,5058,1421.0,lot44780,Edge-Ring,wf_image_5058.png,train
5059,5059,3927.0,lot9149,Edge-Ring,wf_image_5059.png,test
5060,5060,712.0,lot39389,Random,wf_image_5060.png,val
5061,5061,1226.0,lot23651,Edge-Loc,wf_image_5061.png,train
5062,5062,518.0,lot43949,Edge-Ring,wf_image_5062.png,cal
5063,5063,1060.0,lot47350,Edge-Loc,wf_image_5063.png,train
5064,5064,1075.0,lot2488,Edge-Ring,wf_image_5064.png,train
5065,5065,1075.0,lot2504,Edge-Ring,wf_image_5065.png,train
5066,5066,1075.0,lot13968,Edge-Ring,wf_image_5066.png,cal
5067,5067,2126.0,lot20910,Edge-Ring,wf_image_5067.png,test
5068,5068,516.0,lot43548,Edge-Loc,wf_image_5068.png,val
5069,5069,710.0,lot35533,Random,wf_image_5069.png,test
5070,5070,1334.0,lot17158,Donut,wf_image_5070.png,test
5071,5071,3927.0,lot10009,Edge-Ring,wf_image_5071.png,test
5072,5072,518.0,lot44017,Edge-Loc,wf_image_5072.png,test
5073,5073,1109.0,lot45335,Edge-Loc,wf_image_5073.png,test
5074,5074,1376.0,lot45817,Donut,wf_image_5074.png,train
5075,5075,518.0,lot44936,Edge-Loc,wf_image_5075.png,train
5076,5076,518.0,lot43881,Scratch,wf_image_5076.png,train
5077,5077,600.0,lot47509,Loc,wf_image_5077.png,train
5078,5078,1080.0,lot23173,Donut,wf_image_5078.png,train
5079,5079,1075.0,lot13963,Edge-Ring,wf_image_5079.png,train
5080,5080,518.0,lot44871,Loc,wf_image_5080.png,val
5081,5081,12662.0,lot17286,Edge-Ring,wf_image_5081.png,train
5082,5082,1658.0,lot16602,Edge-Ring,wf_image_5082.png,train
5083,5083,939.0,lot6316,Loc,wf_image_5083.png,val
5084,5084,1109.0,lot45584,Donut,wf_image_5084.png,train
5085,5085,3036.0,lot9334,Edge-Ring,wf_image_5085.png,cal
5086,5086,939.0,lot7934,Loc,wf_image_5086.png,train
5087,5087,516.0,lot43533,Random,wf_image_5087.png,train
5088,5088,12662.0,lot19857,Edge-Ring,wf_image_5088.png,train
5089,5089,2126.0,lot20904,Edge-Ring,wf_image_5089.png,train
5090,5090,3036.0,lot11630,Edge-Ring,wf_image_5090.png,test
5091,5091,515.0,lot36821,Center,wf_image_5091.png,train
5092,5092,939.0,lot6498,Loc,wf_image_5092.png,cal
5093,5093,1334.0,lot17158,Donut,wf_image_5093.png,test
5094,5094,1801.0,lot8915,Scratch,wf_image_5094.png,train
5095,5095,1334.0,lot17159,Donut,wf_image_5095.png,train
5096,5096,515.0,lot6172,Center,wf_image_5096.png,train
5097,5097,515.0,lot36901,Center,wf_image_5097.png,train
5098,5098,516.0,lot42959,Edge-Loc,wf_image_5098.png,train
5099,5099,2126.0,lot22475,Edge-Ring,wf_image_5099.png,train
5100,5100,1075.0,lot13968,Edge-Ring,wf_image_5100.png,train
5101,5101,1376.0,lot45761,Edge-Loc,wf_image_5101.png,train
5102,5102,600.0,lot47541,Scratch,wf_image_5102.png,test
5103,5103,1129.0,lot42702,Edge-Loc,wf_image_5103.png,train
5104,5104,741.0,lot44399,Edge-Loc,wf_image_5104.png,val
5105,5105,515.0,lot36574,Center,wf_image_5105.png,train
5106,5106,1060.0,lot47440,Center,wf_image_5106.png,test
5107,5107,533.0,lot40497,Scratch,wf_image_5107.png,val
5108,5108,3036.0,lot11631,Edge-Ring,wf_image_5108.png,train
5109,5109,1075.0,lot23100,Edge-Ring,wf_image_5109.png,test
5110,5110,1074.0,lot44163,Edge-Ring,wf_image_5110.png,train
5111,5111,843.0,lot42335,Loc,wf_image_5111.png,train
5112,5112,515.0,lot36686,Center,wf_image_5112.png,train
5113,5113,1999.0,lot14826,Edge-Ring,wf_image_5113.png,train
5114,5114,518.0,lot15651,Random,wf_image_5114.png,train
5115,5115,710.0,lot38624,Scratch,wf_image_5115.png,train
5116,5116,12662.0,lot20610,Edge-Ring,wf_image_5116.png,test
5117,5117,533.0,lot40475,Random,wf_image_5117.png,train
5118,5118,1075.0,lot2521,Edge-Ring,wf_image_5118.png,cal
5119,5119,1129.0,lot42731,Loc,wf_image_5119.png,train
5120,5120,1075.0,lot2436,Edge-Ring,wf_image_5120.png,train
5121,5121,1060.0,lot47280,Center,wf_image_5121.png,test
5122,5122,515.0,lot36858,Center,wf_image_5122.png,val
5123,5123,2126.0,lot18378,Edge-Ring,wf_image_5123.png,train
5124,5124,1075.0,lot2500,Edge-Ring,wf_image_5124.png,train
5125,5125,515.0,lot36695,Center,wf_image_5125.png,cal
5126,5126,904.0,lot45634,Edge-Loc,wf_image_5126.png,train
